0.000,0.515,-0.563,-1.457
1.000,0.479,-0.653,-1.467
2.000,0.524,-0.593,-1.425
3.000,0.524,-0.434,-1.457
4.000,0.515,-0.474,-1.499
5.000,0.488,-0.504,-1.446
6.000,0.551,-0.544,-1.446
7.000,0.515,-0.563,-1.425
8.000,0.587,-0.494,-1.414
9.000,0.551,-0.534,-1.383
10.000,0.569,-0.603,-1.414
11.000,0.506,-0.563,-1.436
12.000,0.569,-0.514,-1.436
13.000,0.506,-0.514,-1.478
14.000,0.479,-0.474,-1.383
15.000,0.542,-0.374,-1.488
16.000,0.425,-0.504,-1.520
17.000,0.497,-0.464,-1.510
18.000,0.461,-0.553,-1.520
19.000,0.479,-0.623,-1.510
20.000,0.461,-0.553,-1.573
21.000,0.524,-0.583,-1.552
22.000,0.497,-0.633,-1.488
23.000,0.479,-0.444,-1.510
24.000,0.434,-0.384,-1.488
25.000,0.434,-0.434,-1.510
26.000,0.407,-0.534,-1.488
27.000,0.425,-0.544,-1.446
28.000,0.479,-0.514,-1.499
29.000,0.416,-0.573,-1.393
30.000,0.452,-0.504,-1.351
31.000,0.425,-0.444,-1.393
32.000,0.461,-0.593,-1.266
33.000,0.407,-0.623,-1.372
34.000,0.425,-0.484,-1.393
35.000,0.380,-0.484,-1.478
36.000,0.371,-0.633,-1.541
37.000,0.380,-0.743,-1.478
38.000,0.362,-0.813,-1.446
39.000,0.506,-0.803,-1.340
40.000,0.632,-0.633,-1.224
41.000,0.659,-0.524,-1.033
42.000,0.623,-0.424,-1.076
43.000,0.659,-0.384,-1.319
44.000,0.766,-0.225,-1.097
45.000,0.766,-0.234,-0.980
46.000,0.713,-0.205,-0.832
47.000,0.704,-0.234,-0.991
48.000,0.713,-0.274,-1.256
49.000,0.542,-0.334,-1.256
50.000,0.623,-0.254,-1.097
51.000,0.605,-0.075,-1.012
52.000,0.641,-0.015,-1.012
53.000,0.614,-0.085,-1.023
54.000,0.470,-0.155,-1.097
55.000,0.452,-0.175,-1.139
56.000,0.452,-0.334,-1.150
57.000,0.389,-0.374,-1.044
58.000,0.362,-0.215,-1.001
59.000,0.344,-0.324,-1.107
60.000,0.380,-0.334,-1.044
61.000,0.282,-0.185,-1.181
62.000,0.273,-0.115,-1.139
63.000,0.210,-0.125,-1.107
64.000,0.246,-0.115,-1.107
65.000,0.255,-0.284,-1.001
66.000,0.353,-0.384,-0.927
67.000,0.308,-0.593,-0.949
68.000,0.371,-0.593,-0.949
69.000,0.290,-0.374,-1.097
70.000,0.344,-0.105,-0.906
71.000,0.290,-0.045,-1.065
72.000,0.255,-0.005,-0.949
73.000,0.273,-0.095,-0.917
74.000,0.273,-0.135,-0.980
75.000,0.210,-0.264,-0.991
76.000,0.282,-0.284,-0.980
77.000,0.219,-0.334,-0.980
78.000,0.282,-0.294,-0.906
79.000,0.335,-0.314,-0.800
80.000,0.335,-0.274,-0.769
81.000,0.326,-0.304,-0.832
82.000,0.389,-0.344,-0.790
83.000,0.443,-0.334,-0.631
84.000,0.434,-0.334,-0.578
85.000,0.407,-0.304,-0.663
86.000,0.353,-0.215,-0.790
87.000,0.299,-0.055,-0.864
88.000,0.201,0.114,-0.938
89.000,0.282,0.065,-0.917
90.000,0.210,-0.165,-0.927
91.000,0.174,-0.274,-0.832
