78937.000,-0.033,-1.321,0.015
78938.000,-0.284,-1.162,0.078
78939.000,-0.383,-0.922,-0.409
78940.000,-0.482,-0.613,-0.250
78941.000,-0.401,-0.294,-0.123
78942.000,-0.132,-0.035,-0.017
78943.000,0.039,0.433,0.216
78944.000,0.210,0.782,-0.102
78945.000,0.416,1.032,-0.186
78946.000,0.299,1.071,-0.186
78947.000,0.317,0.952,-0.514
78948.000,-0.015,0.992,-0.398
78949.000,-0.194,0.812,0.089
78950.000,-0.976,0.972,0.237
78951.000,-1.155,0.842,0.735
78952.000,-1.245,0.882,0.703
78953.000,-1.227,0.653,1.010
78954.000,-1.236,0.523,1.529
78955.000,-1.577,0.802,1.317
78956.000,-1.479,0.762,0.512
78957.000,-0.958,0.573,0.502
78958.000,-0.805,0.124,0.608
78959.000,-0.796,-0.225,0.692
78960.000,-0.572,-0.274,0.417
78961.000,-0.464,-0.344,0.639
78962.000,-0.248,-0.843,0.925
78963.000,-0.347,-1.012,0.661
78964.000,-0.284,-1.072,0.692
78965.000,-0.123,-1.142,0.957
78966.000,-0.239,-1.092,0.936
78967.000,-0.221,-0.992,0.671
78968.000,-0.239,-0.892,0.682
78969.000,-0.167,-0.902,0.597
78970.000,-0.114,-0.882,0.428
78971.000,0.066,-0.743,0.491
78972.000,-0.132,-0.713,0.332
78973.000,-0.114,-0.593,0.184
78974.000,-0.275,-0.115,0.121
78975.000,-0.500,0.244,0.089
78976.000,-0.581,0.842,0.216
78977.000,-0.688,0.922,0.343
78978.000,-0.814,0.713,-0.091
78979.000,-0.706,0.962,-0.462
78980.000,-0.446,1.699,0.248
78981.000,-0.590,1.939,0.671
78982.000,-0.922,1.630,0.639
78983.000,-1.030,0.722,0.481
78984.000,-0.805,0.483,1.656
78985.000,-0.015,0.732,2.206
78986.000,0.883,1.101,2.492
78987.000,0.892,1.271,2.026
78988.000,0.129,1.002,1.285
78989.000,-0.724,0.663,0.724
78990.000,-0.976,0.593,0.322
78991.000,-0.940,0.433,0.396
78992.000,-0.590,0.294,1.021
78993.000,-0.590,0.045,1.359
78994.000,-0.482,-0.444,0.682
78995.000,-0.724,-0.813,0.375
78996.000,-1.039,-1.162,1.031
78997.000,-0.679,-1.341,1.719
78998.000,-0.500,-1.421,1.179
78999.000,-0.329,-1.251,1.084
79000.000,-0.176,-1.351,0.788
79001.000,0.012,-1.281,1.010
79002.000,-0.015,-1.251,1.137
79003.000,0.183,-1.102,0.862
79004.000,0.299,-0.623,0.809
79005.000,0.317,-0.055,0.544
79006.000,0.308,0.882,0.269
79007.000,0.398,1.749,-0.112
79008.000,0.506,2.258,-0.070
79009.000,0.165,2.537,0.025
79010.000,0.138,2.517,-0.165
79011.000,0.264,1.909,0.152
79012.000,0.057,1.251,0.671
79013.000,0.003,0.523,1.444
79014.000,-0.006,0.085,1.878
79015.000,0.039,-0.264,1.857
79016.000,0.075,0.035,2.111
79017.000,0.210,-0.085,2.164
79018.000,0.012,-0.095,2.450
79019.000,-0.572,-0.215,2.344
79020.000,-1.039,-0.195,1.868
79021.000,-1.236,-0.015,1.412
79022.000,-1.191,0.354,1.296
79023.000,-1.308,0.613,1.942
79024.000,-0.760,0.404,1.878
79025.000,-0.096,0.154,1.264
79026.000,-0.239,0.114,0.735
79027.000,-0.634,-0.085,0.269
79028.000,-0.859,0.015,0.375
79029.000,-1.012,0.104,0.724
79030.000,-1.074,0.114,0.894
79031.000,-0.949,0.214,0.968
79032.000,-0.769,0.134,0.904
79033.000,-0.473,0.104,0.714
79034.000,-0.114,-0.264,0.438
79035.000,0.353,-0.504,1.486
79036.000,0.093,-0.593,2.714
79037.000,-0.311,-0.922,1.624
79038.000,-0.114,-0.444,0.290
79039.000,-0.087,-0.544,1.709
79040.000,0.183,-0.643,1.899
79041.000,0.605,-0.374,1.899
79042.000,0.802,0.374,2.005
79043.000,0.847,0.633,2.196
79044.000,0.219,-0.254,1.211
79045.000,-1.012,0.134,0.205
79046.000,-0.868,-0.344,0.121
79047.000,-0.167,0.294,1.423
79048.000,0.344,0.882,1.783
79049.000,-0.203,1.221,1.444
79050.000,-0.221,-0.474,0.777
79051.000,-0.239,-0.494,0.745
79052.000,-0.221,-0.494,0.745
79053.000,-0.221,-0.474,0.767
79054.000,-0.203,-0.474,0.777
79055.000,-0.015,-0.553,0.745
79056.000,0.012,-1.191,0.565
79057.000,0.003,-1.172,0.661
79058.000,-0.212,-1.341,0.205
79059.000,-0.392,-1.550,0.375
79060.000,-0.221,-1.630,0.841
79061.000,-0.042,-1.152,0.999
79062.000,-0.185,-0.175,1.476
79063.000,-0.778,0.513,1.995
79064.000,-1.443,0.453,0.968
79065.000,-1.425,0.114,-0.504
79066.000,-1.335,0.354,0.460
79067.000,-1.074,0.912,0.925
79068.000,-0.733,0.952,0.470
79069.000,-0.446,1.101,-0.080
79070.000,-0.329,1.400,-0.102
79071.000,-0.437,1.321,-0.027
79072.000,-0.922,1.032,-0.303
79073.000,-0.994,0.922,-0.345
79074.000,-0.904,0.653,-0.080
79075.000,-0.796,0.384,0.237
79076.000,-0.751,0.085,0.417
79077.000,-0.015,-0.653,0.946
79078.000,0.129,-1.311,1.973
79079.000,-0.024,-1.740,1.508
79080.000,-0.311,-1.650,0.322
79081.000,-0.545,-1.042,0.407
79082.000,-0.590,-0.863,1.486
79083.000,-0.473,-0.992,1.592
79084.000,-0.221,-0.912,1.730
79085.000,-0.150,-0.294,1.878
79086.000,-0.051,0.503,2.132
79087.000,0.120,0.653,1.751
79088.000,0.362,0.603,0.671
79089.000,0.416,0.324,0.428
79090.000,0.362,0.493,1.074
79091.000,0.120,0.623,1.465
79092.000,0.138,0.812,1.391
79093.000,-0.015,1.022,0.767
79094.000,0.111,1.380,0.830
79095.000,0.434,1.470,0.671
79096.000,0.452,1.640,0.576
79097.000,0.542,1.600,0.661
79098.000,0.497,1.321,0.428
79099.000,-0.114,0.762,0.364
79100.000,-0.069,-0.065,0.121
79101.000,-0.221,-0.563,0.216
79102.000,-0.347,-0.972,0.195
79103.000,-0.221,-1.072,0.534
79104.000,0.066,-0.863,0.989
79105.000,-0.141,-0.833,0.449
79106.000,-0.239,-0.892,0.047
79107.000,-0.159,-0.922,-0.165
79108.000,-0.123,-0.992,0.385
79109.000,-0.087,-1.231,0.682
79110.000,-0.159,-1.421,0.629
79111.000,-0.123,-1.650,0.544
79112.000,-0.212,-1.630,1.116
79113.000,-0.302,-0.942,1.317
79114.000,-0.266,-0.205,1.423
79115.000,-0.473,0.324,1.211
79116.000,-0.581,0.543,0.555
79117.000,-0.868,0.453,0.576
79118.000,-1.003,0.523,0.788
79119.000,-0.563,1.321,0.565
79120.000,-0.446,1.490,0.078
79121.000,-0.473,1.889,-0.186
79122.000,-0.859,1.998,0.216
79123.000,-1.119,1.909,0.163
79124.000,-1.263,1.580,-0.239
79125.000,-1.048,1.171,-0.080
79126.000,-0.491,0.443,0.205
79127.000,-0.105,-0.374,0.375
79128.000,0.057,-1.241,0.756
79129.000,0.174,-1.720,0.714
79130.000,0.138,-1.949,0.946
79131.000,-0.105,-1.790,1.613
79132.000,-0.230,-1.251,1.116
79133.000,-0.509,-0.972,1.222
79134.000,-0.563,-0.693,1.042
79135.000,-0.554,-0.653,1.063
79136.000,-0.581,-0.583,1.317
79137.000,-0.437,-0.225,1.730
79138.000,-0.437,0.683,2.016
79139.000,-0.536,2.138,2.175
79140.000,-0.338,2.128,1.084
79141.000,-0.105,0.912,0.322
79142.000,0.353,0.284,1.137
79143.000,0.210,0.344,1.592
79144.000,-0.114,0.663,1.306
79145.000,-0.221,0.882,0.745
79146.000,-0.419,1.002,0.354
79147.000,-0.608,0.832,-0.017
79148.000,-0.778,0.593,0.163
79149.000,-0.518,0.164,0.100
79150.000,-0.455,-0.175,0.216
79151.000,-0.194,-0.284,0.449
79152.000,0.021,-0.284,0.756
79153.000,-0.159,-0.384,0.851
79154.000,0.057,-0.514,0.639
79155.000,-0.320,-0.075,0.311
79156.000,-0.500,-0.155,-0.155
79157.000,-0.545,-0.175,-0.514
79158.000,0.057,-0.613,0.227
79159.000,-0.150,-0.713,0.957
79160.000,-0.338,-0.683,0.396
79161.000,-0.329,-0.623,0.142
79162.000,-0.159,-0.753,0.364
79163.000,-0.141,-0.793,0.618
79164.000,-0.141,-0.723,0.682
79165.000,-0.096,-0.683,0.735
79166.000,-0.096,-0.394,0.724
79167.000,-0.338,-0.264,0.851
79168.000,-0.572,-0.234,0.714
79169.000,-0.715,-0.085,0.555
79170.000,-1.021,0.314,0.618
79171.000,-0.976,0.573,0.629
79172.000,-0.590,0.982,0.163
79173.000,-0.572,1.311,-0.091
79174.000,-0.608,1.341,0.110
79175.000,-0.473,1.380,-0.218
79176.000,-0.536,0.952,-0.186
79177.000,-0.509,0.822,0.025
79178.000,-0.599,0.394,0.036
79179.000,-0.491,-0.055,0.460
79180.000,-0.419,-0.414,0.745
79181.000,-0.284,-0.643,0.788
79182.000,-0.257,-0.853,1.052
79183.000,-0.284,-0.823,1.042
79184.000,-0.410,-0.663,0.936
79185.000,-0.428,-0.553,0.894
79186.000,-0.643,-0.454,0.989
79187.000,-0.625,-0.294,1.211
79188.000,-0.455,-0.314,1.306
79189.000,-0.257,-0.264,1.656
79190.000,-0.230,0.085,1.878
79191.000,-0.221,0.633,2.185
79192.000,-0.365,1.111,1.391
79193.000,-0.266,0.862,0.819
79194.000,-0.410,0.553,1.084
79195.000,-0.141,0.423,1.592
79196.000,0.066,0.613,1.338
79197.000,-0.015,0.563,0.894
79198.000,-0.159,0.473,0.682
79199.000,-0.581,0.503,0.523
79200.000,-0.590,0.294,0.343
79201.000,-0.302,0.124,0.364
79202.000,-0.257,-0.324,0.417
79203.000,-0.347,-0.703,0.491
79204.000,-0.437,-0.843,0.692
79205.000,-0.374,-1.122,0.502
79206.000,-0.527,-0.912,0.428
79207.000,-0.751,-0.414,0.248
79208.000,-0.212,-0.304,-0.070
79209.000,-0.293,0.055,0.682
79210.000,-0.347,0.623,0.417
79211.000,-0.338,0.862,-0.207
79212.000,-0.141,0.922,-0.059
79213.000,-0.051,0.822,0.057
79214.000,-0.123,0.523,-0.070
79215.000,-0.266,0.055,0.131
79216.000,-0.275,-0.414,0.407
79217.000,-0.159,-0.613,0.946
79218.000,-0.150,-0.274,1.497
79219.000,-0.356,0.742,2.132
79220.000,-1.092,0.075,0.131
79221.000,-1.057,0.055,0.152
79222.000,-1.066,0.055,0.332
79223.000,-0.985,-0.364,1.222
79224.000,-1.110,-0.504,1.328
79225.000,-1.254,-0.573,0.936
79226.000,-0.868,-0.643,0.777
79227.000,-0.697,-0.872,0.862
79228.000,-0.482,-1.132,0.978
79229.000,-0.482,-1.122,0.618
79230.000,-0.491,-1.331,0.322
79231.000,-0.401,-1.451,0.555
79232.000,-0.518,-1.680,0.629
79233.000,-0.518,-1.740,0.650
79234.000,-0.518,-1.630,0.745
79235.000,-0.572,-1.361,0.872
79236.000,-0.581,-0.952,0.904
79237.000,-0.536,-0.444,0.788
79238.000,-0.608,-0.005,0.735
79239.000,-0.500,0.374,0.714
79240.000,-0.455,0.713,0.661
79241.000,-0.410,0.713,0.883
79242.000,-0.365,0.593,1.042
79243.000,-0.365,0.523,1.179
79244.000,-0.473,0.473,1.211
79245.000,-0.599,0.423,0.819
79246.000,-0.625,0.583,0.925
79247.000,-0.437,0.842,0.999
79248.000,-0.230,1.331,1.539
79249.000,-0.248,1.919,1.772
79250.000,-0.428,1.590,1.201
79251.000,-0.661,1.380,1.126
79252.000,-0.329,1.012,1.825
79253.000,0.066,0.354,2.005
79254.000,0.165,-0.274,1.815
79255.000,0.335,-0.553,1.582
79256.000,0.515,-0.573,1.338
79257.000,0.551,-0.274,0.968
79258.000,0.147,-0.165,0.618
79259.000,-0.248,-0.195,0.491
79260.000,-0.419,-0.324,0.555
79261.000,-0.392,-0.354,0.544
